entity_id,name_fr,slug,level,parent_id,valid_from,valid_to,superseded_by,notes
cf-sp-bakala-v1,Bakala,bakala,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-bambari-v1,Bambari,bambari,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-grimari-v1,Grimari,grimari,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-ippy-v1,Ippy,ippy,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-kouango-v1,Kouango,kouango,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-bossangoa-v1,Bossangoa,bossangoa,sous_prefecture,cf-p-ouham-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-markounda-v1,Markounda,markounda,sous_prefecture,cf-p-ouham-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-nana-bakassa-v1,Nana-Bakassa,nana-bakassa,sous_prefecture,cf-p-ouham-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-nanga-boguila-v1,Nanga-Boguila,nanga-boguila,sous_prefecture,cf-p-ouham-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-bocaranga-v1,Bocaranga,bocaranga,sous_prefecture,cf-p-ouham-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-bossemptele-v1,Bossemptélé,bossemptele,sous_prefecture,cf-p-ouham-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-bozoum-v1,Bozoum,bozoum,sous_prefecture,cf-p-ouham-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-koui-v1,Koui,koui,sous_prefecture,cf-p-ouham-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-batangafo-v1,Batangafo,batangafo,sous_prefecture,cf-p-ouham-fafa-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-bouca-v1,Bouca,bouca,sous_prefecture,cf-p-ouham-fafa-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-kabo-v1,Kabo,kabo,sous_prefecture,cf-p-ouham-fafa-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-sido-v1,Sido,sido,sous_prefecture,cf-p-ouham-fafa-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-bambio-v1,Bambio,bambio,sous_prefecture,cf-p-sangha-mbaere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-bayanga-v1,Bayanga,bayanga,sous_prefecture,cf-p-sangha-mbaere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-nola-v1,Nola,nola,sous_prefecture,cf-p-sangha-mbaere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-am-dafok-v1,Am-Dafok,am-dafok,sous_prefecture,cf-p-vakaga-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-birao-v1,Birao,birao,sous_prefecture,cf-p-vakaga-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-ouada-djalle-v1,Ouada-Djallé,ouada-djalle,sous_prefecture,cf-p-vakaga-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-sp-ouandja-v1,Ouandja,ouandja,sous_prefecture,cf-p-vakaga-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) — liste précise des communes promues non encore vérifiée.
cf-r-plateaux-v1,Plateaux,plateaux,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Boali. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque — voir docs/verification-debt.md."
cf-r-equateur-v1,Équateur,equateur,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Berbérati. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque — voir docs/verification-debt.md."
cf-r-yade-v1,Yadé,yade,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Bossangoa. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque — voir docs/verification-debt.md."
cf-r-kaga-v1,Kaga,kaga,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Sibut. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque — voir docs/verification-debt.md."
cf-r-fertit-v1,Fertit,fertit,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Bria. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque — voir docs/verification-debt.md."
cf-r-haut-oubangui-v1,Haut-Oubangui,haut-oubangui,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Bangassou. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque — voir docs/verification-debt.md."
cf-r-bas-oubangui-v1,Bas-Oubangui,bas-oubangui,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Bangui. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque — voir docs/verification-debt.md."
cf-m-bangui-v1,Marché de Bangui,bangui-marche,marche,cf-p-bangui-v1,2004-01-15,,,"Premier niveau ""marche"" du crosswalk — plus fin que la sous-préfecture, le point (pas une zone) où s'arrêtent les prix alimentaires (CLAUDE.md). Coordonnées 4,37° N / 18,58° E ; market_id=685 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source, pas une date de création du marché, qui n'est pas documentée."
