source_id,producer,dataset_name,url,licence,licence_notes,geography_vintage,update_cadence,retrieved_at,staleness_thresholds,authority_rank,access_notes
world-bank-cereal-yield,World Bank (World Development Indicators),"Cereal yield, kg per hectare, and cereal production, metric tons (AG.YLD.CREL.KG, AG.PRD.CREL.MT)",https://api.worldbank.org/v2/country/CAF/indicator/AG.YLD.CREL.KG?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = FAO,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2009-2023) pour chaque indicateur. Élargi 2026-09-12 avec la production totale absolue (tonnes)."
world-bank-fertilizer,World Bank (World Development Indicators),"Fertilizer consumption, kg per hectare of arable land (AG.CON.FERT.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/AG.CON.FERT.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = FAO,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2009-2023). Valeur très faible (proche de zéro) -- cohérent avec un usage d'engrais minimal en RCA, pas une erreur de récupération."
world-bank-undernourishment,World Bank (World Development Indicators),"Prevalence of undernourishment, % of population (SN.ITK.DEFC.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SN.ITK.DEFC.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = FAO,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2009-2023)."
world-bank-agricultural-employment,World Bank (World Development Indicators),"Employment in agriculture, % of total employment, modeled ILO estimate (SL.AGR.EMPL.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SL.AGR.EMPL.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = estimations modélisées de l'Organisation internationale du travail (OIT),annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2011-2025)."
who-gho-health-workforce,WHO (Global Health Observatory),"Medical doctors and nursing/midwifery personnel, number (HWF_0002, HWF_0007)",https://ghoapi.azureedge.net/api/HWF_0002,unknown -- WHO GHO does not state a licence per-indicator on the OData API itself; WHO's general open-data terms likely apply but not verified this session,"Real absolute headcounts, not densities -- confirmed via WHO's OData API after finding no such figure in the World Bank's WDI (density only). Source is WHO's National Health Workforce Accounts (NHWA) portal, per each record's own Comments field. Years are irregular (whenever a country reports), not annual -- 7 points for doctors (2004-2024), 8 for nurses (2004-2024). Nurse counts in particular swing a lot year to year (835 in 2008, 5653 in 2023, 2331 in 2024) -- plausibly reporting-basis changes rather than real workforce swings; not independently explained. See docs/verification-debt.md.","irrégulier (années de rapport disponibles, pas annuel)",variable,2026-09-12,,"donnée administrative nationale, compilée et publiée par l'OMS (NHWA)","Récupéré directement via l'API OData publique de l'OMS (ghoapi.azureedge.net), sans authentification. Endpoint et code d'indicateur trouvés via GhoApi/Indicator?$filter=contains(IndicatorName,...) après avoir confirmé que le World Bank WDI ne publie que des densités (par 1 000 habitants), pas d'effectifs bruts."
wfp-food-prices-hdx,World Food Programme (WFP),"Central African Republic - Food Prices",https://data.humdata.org/dataset/wfp-food-prices-for-central-african-republic,CC BY-IGO (http://creativecommons.org/licenses/by/3.0/igo/legalcode),"HDX liste plusieurs contributeurs composant ce jeu de données (ACF, ACTED, FPMA/GIEWS de la FAO, ICASEES, mVAM du PAM) -- attribution donnée au PAM comme éditeur du jeu de données publié, conformément à sa page HDX.","marché (point), pas de zone administrative -- premier indicateur du site à ce niveau, plus fin que la sous-préfecture (CLAUDE.md).",mensuel (variable selon la source -- HDX note que la fréquence réelle peut différer du mensuel annoncé),2026-09-12,< 6 mois (même seuil que l'IHPC),estimation modélisée internationale,"Récupéré via le CSV public d'HDX (redirection vers une URL S3 signée, suivie automatiquement) ; pas d'authentification requise. Série 2004-2026 pour le marché de Bangui, 39 denrées disponibles au total ; seules 5 denrées de grande consommation avec des points récents (jusqu'à 2026-07) et un flag priceflag=actual (pas de valeur agrégée/estimée) ont été retenues pour l'instant."
icasees-comptes-nationaux,ICASEES (Institut Centrafricain des Statistiques et des Études Économiques et Sociales),"Comptes nationaux définitifs 2019-2021 de la République centrafricaine (base 2019, SCN 2008)",https://icasees.org/index.php/component/edocman/comptes-nationaux-definitifs-2019-2021-de-la-republique-centrafricaine/download?Itemid=0,CC BY 4.0 (licence standard ICASEES),"Rebasage complet de la comptabilité nationale sur une nouvelle année de base (2019) et le système SCN 2008, publié le 2026-07-30. Table 1 du document (page 12) rapporte un taux de croissance réel de 3,44% pour 2021, mais le résumé narratif du même document (page 7) donne 1,6% pour la même année ; la table a été retenue comme valeur structurée faisant foi, l'écart avec le texte narratif est noté sans être résolu. Voir docs/verification-debt.md.","comptes nationaux 2019, 2020 et 2021 uniquement ; pas encore de mise à jour au-delà",annuel (aucune périodicité annoncée pour la prochaine édition),2026-09-12,,"donnée administrative nationale, publiée par l'institut national de statistique","Extrait par lecture directe du PDF (pdfplumber) depuis l'URL de téléchargement stable d'ICASEES (composant edocman, trouvé via la page d'actualité qui annonce la publication). PDF conservé dans raw/icasees-comptes-nationaux/2026-09-12/. Valeurs transcrites du Tableau 1 (page 12) : PIB à prix courant, PIB par habitant, taux de croissance réel."
unicef-data-warehouse,"UNICEF (Data Warehouse, GLOBAL_DATAFLOW)","Cross-sector indicators (SDMX), République centrafricaine","https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,GLOBAL_DATAFLOW,1.0/CAF..?format=sdmx-json","CC BY 3.0 IGO","UNICEF compile ces indicateurs à partir de plusieurs enquêtes nationales, pas seulement la MICS6 (Enquête par grappes à indicateurs multiples 2018-2019) ; la source exacte varie par observation et est indiquée dans le champ notes de chaque ligne (ex. Enquête Nationale sur la Situation Nutritionnelle et la Mortalité 2018, MICS6 2018-2019, ou une enquête SMART 2022 plus récente).","varie par indicateur ; points ponctuels d'enquêtes, pas une série continue",variable selon les enquêtes nationales disponibles,2026-09-12,,"donnée administrative nationale (compilation d'enquêtes nationales par une agence des Nations unies)","Récupéré via l'API SDMX publique d'UNICEF (sdmx.data.unicef.org), sans authentification. Chaque observation porte son propre attribut DATA_SOURCE dans la réponse de l'API, indiquant l'enquête d'origine réelle ; ce champ a été lu et reporté dans observations.csv plutôt que supposé uniforme."
imf-egdds-nsdp,"FMI (Système général de diffusion des données renforcé, e-GDDS)","National Summary Data Page (NSDP), République centrafricaine","https://api.imf.org/external/sdmx/2.1/data/IMF.STA,NSDP,7.0.0/CAF...","Conditions d'utilisation propres au FMI (Data Terms, en vigueur depuis le 2024-10-11) : réutilisation autorisée avec attribution (« Source : Fonds monétaire international ») et sans altération.","Un seul indicateur publié pour la RCA dans ce cadre (indice d'activité économique totale, trimestriel) ; aucune donnée de prix, dette ou secteur monétaire n'est encore publiée pour ce pays malgré le lancement du cadre e-GDDS en mai 2025.","trimestriel, RCA uniquement","trimestriel selon le calendrier e-GDDS, mais la dernière valeur disponible pour la RCA date de 2023-T1",2026-09-12,,"donnée administrative nationale, transmise par l'ICASEES au FMI via le cadre e-GDDS","Endpoint direct de l'API SDMX 2.1 du FMI (api.imf.org), trouvé après que l'ancien dataservices.imf.org (documenté dans plusieurs guides tiers) s'est révélé résilié (DNS inexistant) et que le portail AfDB/Knoema (car.opendataforafrica.org/nsdp) s'est révélé entièrement rendu en JavaScript, sans API publique accessible sans navigateur. Sans authentification. Dataflow trouvé via /external/sdmx/2.1/dataflow, pas deviné."
maina-master-facility-list-2019,"Maina et al. (Scientific Data, 2019), via HDX","Health Facilities in Sub-Saharan Africa (Master Facility List)",https://data.humdata.org/dataset/health-facilities-in-sub-saharan-africa,CC BY,"Compilation académique à partir de registres publics et non-gouvernementaux de 50 pays d'Afrique subsaharienne. Publiée le 2019-07-25, non mise à jour depuis (donnée statique).","2019 uniquement ; 555 établissements pour la RCA, coordonnées disponibles mais non exploitées ici (comptage national seulement)",aucune mise à jour prévue (publication académique ponctuelle),2026-09-12,< 2 ans (voir Méthode),"donnée administrative nationale (compilation de registres gouvernementaux)","Fichier XLSX téléchargé directement depuis l'URL de ressource stable d'HDX, filtré sur Country == 'Central African Republic'. Comptage : 555 lignes (490 publiques, 63 privées à but non lucratif, 2 non classées)."
hotosm-healthsites-caf,"OpenStreetMap (via healthsites.io et HOTOSM), via HDX","Central African Republic Healthsites",https://data.humdata.org/dataset/central-african-republic-healthsites,"ODbL (Open Database License, licence d'OpenStreetMap)","Cartographie collaborative, pas une enquête administrative ; la couverture dépend de l'activité des cartographes bénévoles et peut être incomplète dans les zones isolées (avertissement explicite d'HOTOSM sur la page du jeu de données). Un second jeu de données HDX (hotosm_caf_health_facilities) republie les mêmes points OpenStreetMap sous un autre nom -- non ajouté séparément pour éviter de compter la même source deux fois.","mise à jour en continu par la communauté OpenStreetMap ; 425 établissements recensés au moment de la récupération",continu (extraction HDX mise à jour périodiquement depuis OpenStreetMap),2026-09-12,< 2 ans (voir Méthode),"chiffre de portail sans source citée (cartographie collaborative, pas d'enquête)","CSV téléchargé directement depuis l'URL de ressource stable d'HDX (redirection suivie automatiquement). Comptage : 425 lignes."
