source_id,producer,dataset_name,url,licence,licence_notes,geography_vintage,update_cadence,retrieved_at,staleness_thresholds,authority_rank,access_notes
world-bank-agriculture-value-added,World Bank (World Development Indicators),"Agriculture, sylviculture et pêche, valeur ajoutée, % du PIB (NV.AGR.TOTL.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/NV.AGR.TOTL.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = comptes nationaux compilés par la Banque mondiale,annuelle,2026-09-12,,"estimation modélisée internationale (rang le plus bas de l'échelle publiée sur la page Méthode, hors chiffre de portail sans source citée)","Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2011-2025)."
world-bank-land-use,World Bank (World Development Indicators),"Terres agricoles, terres arables, superficie forestière, % de la superficie des terres, et terres agricoles en km² (AG.LND.AGRI.ZS, AG.LND.ARBL.ZS, AG.LND.FRST.ZS, AG.LND.AGRI.K2)",https://api.worldbank.org/v2/country/CAF/indicator/AG.LND.AGRI.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = FAO (Organisation des Nations Unies pour l'alimentation et l'agriculture),annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2009-2023) pour chaque indicateur. Élargi 2026-09-12 avec la superficie agricole absolue (km²)."
world-bank-food-production,World Bank (World Development Indicators),"Indice de production alimentaire, 2014-2016 = 100 (AG.PRD.FOOD.XD)",https://api.worldbank.org/v2/country/CAF/indicator/AG.PRD.FOOD.XD?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = FAO,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2008-2022)."
world-bank-cereal-yield,World Bank (World Development Indicators),"Rendement céréalier, kg par hectare, et production céréalière, tonnes métriques (AG.YLD.CREL.KG, AG.PRD.CREL.MT)",https://api.worldbank.org/v2/country/CAF/indicator/AG.YLD.CREL.KG?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = FAO,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2009-2023) pour chaque indicateur. Élargi 2026-09-12 avec la production totale absolue (tonnes)."
world-bank-fertilizer,World Bank (World Development Indicators),"Consommation d'engrais, kg par hectare de terre arable (AG.CON.FERT.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/AG.CON.FERT.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = FAO,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2009-2023). Valeur très faible (proche de zéro) - cohérent avec un usage d'engrais minimal en RCA, pas une erreur de récupération."
world-bank-undernourishment,World Bank (World Development Indicators),"Prévalence de la sous-alimentation, % de la population (SN.ITK.DEFC.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SN.ITK.DEFC.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = FAO,annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2009-2023)."
world-bank-agricultural-employment,World Bank (World Development Indicators),"Emploi dans l'agriculture, % de l'emploi total, estimation modélisée de l'OIT (SL.AGR.EMPL.ZS)",https://api.worldbank.org/v2/country/CAF/indicator/SL.AGR.EMPL.ZS?format=json,CC BY 4.0 (licence standard des données Banque mondiale),,annuel ; source primaire = estimations modélisées de l'Organisation internationale du travail (OIT),annuelle,2026-09-12,,estimation modélisée internationale,"Récupéré directement via l'API REST publique de la Banque mondiale, sans authentification. 15 années (2011-2025)."
who-gho-health-workforce,WHO (Global Health Observatory),"Médecins et personnel infirmier/obstétrical, effectif (HWF_0002, HWF_0007)",https://ghoapi.azureedge.net/api/HWF_0002,non précisée - l'API OData du GHO de l'OMS n'indique pas de licence par indicateur ; les conditions générales de données ouvertes de l'OMS s'appliquent probablement mais n'ont pas été vérifiées cette session,"De vrais effectifs absolus, pas des densités - confirmé via l'API OData de l'OMS après avoir constaté qu'aucun tel chiffre n'existe dans les WDI de la Banque mondiale (densité uniquement). La source est le portail des Comptes Nationaux du Personnel de Santé (NHWA) de l'OMS, selon le champ Comments de chaque enregistrement. Les années sont irrégulières (selon les déclarations de chaque pays), pas annuelles - 7 points pour les médecins (2004-2024), 8 pour les infirmiers (2004-2024). Les effectifs infirmiers en particulier varient beaucoup d'une année à l'autre (835 en 2008, 5653 en 2023, 2331 en 2024) ; probablement des changements de base de déclaration plutôt que de réels changements d'effectifs, non expliqué indépendamment malgré une nouvelle vérification directe de l'API le 2026-09-13.","irrégulier (années de rapport disponibles, pas annuel)",variable,2026-09-12,,"donnée administrative nationale, compilée et publiée par l'OMS (NHWA)","Récupéré directement via l'API OData publique de l'OMS (ghoapi.azureedge.net), sans authentification. Endpoint et code d'indicateur trouvés via GhoApi/Indicator?$filter=contains(IndicatorName,...) après avoir confirmé que le World Bank WDI ne publie que des densités (par 1 000 habitants), pas d'effectifs bruts."
wfp-food-prices-hdx,World Food Programme (WFP),République centrafricaine - Prix alimentaires,https://data.humdata.org/dataset/wfp-food-prices-for-central-african-republic,CC BY-IGO (http://creativecommons.org/licenses/by/3.0/igo/legalcode),"HDX liste plusieurs contributeurs composant ce jeu de données (ACF, ACTED, FPMA/GIEWS de la FAO, ICASEES, mVAM du PAM) - attribution donnée au PAM comme éditeur du jeu de données publié, conformément à sa page HDX.","marché (point), pas de zone administrative - premier indicateur du site à ce niveau, plus fin que la sous-préfecture.",mensuel (variable selon la source - HDX note que la fréquence réelle peut différer du mensuel annoncé),2026-09-12,< 6 mois (même seuil que l'IHPC),estimation modélisée internationale,"Récupéré via le CSV public d'HDX (redirection vers une URL S3 signée, suivie automatiquement) ; pas d'authentification requise. Série 2004-2026 pour le marché de Bangui, 39 denrées disponibles au total ; seules 5 denrées de grande consommation avec des points récents (jusqu'à 2026-07) et un flag priceflag=actual (pas de valeur agrégée/estimée) ont été retenues pour l'instant."
icasees-comptes-nationaux,ICASEES (Institut Centrafricain des Statistiques et des Études Économiques et Sociales),"Comptes nationaux définitifs 2019-2021 de la République centrafricaine (base 2019, SCN 2008)",https://icasees.org/index.php/component/edocman/comptes-nationaux-definitifs-2019-2021-de-la-republique-centrafricaine/download?Itemid=0,CC BY 4.0 (licence standard ICASEES),"Rebasage complet de la comptabilité nationale sur une nouvelle année de base (2019) et le système SCN 2008, publié le 2026-07-30. Table 1 du document (page 12) rapporte un taux de croissance réel de 3,44% pour 2021, mais le résumé narratif du même document (page 7) donne 1,6% pour la même année ; la table a été retenue comme valeur structurée faisant foi, l'écart avec le texte narratif est noté sans être résolu.","comptes nationaux 2019, 2020 et 2021 uniquement ; pas encore de mise à jour au-delà",annuel (aucune périodicité annoncée pour la prochaine édition),2026-09-12,,"donnée administrative nationale, publiée par l'institut national de statistique","Extrait par lecture directe du PDF (pdfplumber) depuis l'URL de téléchargement stable d'ICASEES (composant edocman, trouvé via la page d'actualité qui annonce la publication). PDF conservé dans raw/icasees-comptes-nationaux/2026-09-12/. Valeurs transcrites du Tableau 1 (page 12) : PIB à prix courant, PIB par habitant, taux de croissance réel."
unicef-data-warehouse,"UNICEF (Data Warehouse, GLOBAL_DATAFLOW)","Cross-sector indicators (SDMX), République centrafricaine","https://sdmx.data.unicef.org/ws/public/sdmxapi/rest/data/UNICEF,GLOBAL_DATAFLOW,1.0/CAF..?format=sdmx-json",CC BY 3.0 IGO,"UNICEF compile ces indicateurs à partir de plusieurs enquêtes nationales, pas seulement la MICS6 (Enquête par grappes à indicateurs multiples 2018-2019) ; la source exacte varie par observation et est indiquée dans le champ notes de chaque ligne (ex. Enquête Nationale sur la Situation Nutritionnelle et la Mortalité 2018, MICS6 2018-2019, ou une enquête SMART 2022 plus récente).","varie par indicateur ; points ponctuels d'enquêtes, pas une série continue",variable selon les enquêtes nationales disponibles,2026-09-12,,donnée administrative nationale (compilation d'enquêtes nationales par une agence des Nations unies),"Récupéré via l'API SDMX publique d'UNICEF (sdmx.data.unicef.org), sans authentification. Chaque observation porte son propre attribut DATA_SOURCE dans la réponse de l'API, indiquant l'enquête d'origine réelle ; ce champ a été lu et reporté dans observations.csv plutôt que supposé uniforme."
imf-egdds-nsdp,"FMI (Système général de diffusion des données renforcé, e-GDDS)","National Summary Data Page (NSDP), République centrafricaine","https://api.imf.org/external/sdmx/2.1/data/IMF.STA,NSDP,7.0.0/CAF...","Conditions d'utilisation propres au FMI (Data Terms, en vigueur depuis le 2024-10-11) : réutilisation autorisée avec attribution (« Source : Fonds monétaire international ») et sans altération.","Un seul indicateur publié pour la RCA dans ce cadre (indice d'activité économique totale, trimestriel) ; aucune donnée de prix, dette ou secteur monétaire n'est encore publiée pour ce pays malgré le lancement du cadre e-GDDS en mai 2025.","trimestriel, RCA uniquement","trimestriel selon le calendrier e-GDDS, mais la dernière valeur disponible pour la RCA date de 2023-T1",2026-09-12,,"donnée administrative nationale, transmise par l'ICASEES au FMI via le cadre e-GDDS","Endpoint direct de l'API SDMX 2.1 du FMI (api.imf.org), trouvé après que l'ancien dataservices.imf.org (documenté dans plusieurs guides tiers) s'est révélé résilié (DNS inexistant) et que le portail AfDB/Knoema (car.opendataforafrica.org/nsdp) s'est révélé entièrement rendu en JavaScript, sans API publique accessible sans navigateur. Sans authentification. Dataflow trouvé via /external/sdmx/2.1/dataflow, pas deviné."
maina-master-facility-list-2019,"Maina et al. (Scientific Data, 2019), via HDX",Health Facilities in Sub-Saharan Africa (Master Facility List),https://data.humdata.org/dataset/health-facilities-in-sub-saharan-africa,CC BY,"Compilation académique à partir de registres publics et non-gouvernementaux de 50 pays d'Afrique subsaharienne. Publiée le 2019-07-25, non mise à jour depuis (donnée statique).","2019 uniquement ; 555 établissements pour la RCA, coordonnées disponibles mais non exploitées ici (comptage national seulement)",aucune mise à jour prévue (publication académique ponctuelle),2026-09-12,< 2 ans (voir Méthode),donnée administrative nationale (compilation de registres gouvernementaux),"Fichier XLSX téléchargé directement depuis l'URL de ressource stable d'HDX, filtré sur Country == 'Central African Republic'. Comptage : 555 lignes (490 publiques, 63 privées à but non lucratif, 2 non classées)."
hotosm-healthsites-caf,"OpenStreetMap (via healthsites.io et HOTOSM), via HDX",Central African Republic Healthsites,https://data.humdata.org/dataset/central-african-republic-healthsites,"ODbL (Open Database License, licence d'OpenStreetMap)","Cartographie collaborative, pas une enquête administrative ; la couverture dépend de l'activité des cartographes bénévoles et peut être incomplète dans les zones isolées (avertissement explicite d'HOTOSM sur la page du jeu de données). Un second jeu de données HDX (hotosm_caf_health_facilities) republie les mêmes points OpenStreetMap sous un autre nom - non ajouté séparément pour éviter de compter la même source deux fois.",mise à jour en continu par la communauté OpenStreetMap ; 425 établissements recensés au moment de la récupération,continu (extraction HDX mise à jour périodiquement depuis OpenStreetMap),2026-09-12,< 2 ans (voir Méthode),"chiffre de portail sans source citée (cartographie collaborative, pas d'enquête)",CSV téléchargé directement depuis l'URL de ressource stable d'HDX (redirection suivie automatiquement). Comptage : 425 lignes.
icasees-annuaire-education-2024-2025,"ICASEES / Ministère de l'Éducation Nationale (Direction Générale des Études, des Statistiques et de la Planification)",Annuaire Statistique de l'Éducation 2024-2025,https://icasees.org/index.php/publications/tableau-de-bord/education-annuaire-statistique-2024-2025-excel/download,CC BY 4.0 (licence standard ICASEES),"Recensement scolaire administratif (questionnaires remplis par les établissements), pas un échantillon d'enquête. Le fichier lui-même signale un taux de couverture de 90% (établissements ayant effectivement retourné leurs questionnaires sur le total recensé) ; les établissements non couverts sont exclus des totaux plutôt qu'estimés.",année scolaire 2024-2025 uniquement pour l'instant ; ventilation par Inspection d'Académie (proche des 20 préfectures) disponible dans le fichier mais non exploitée ici,"annuel (un annuaire par année scolaire, depuis 2015-2016)",2026-09-12,"< 5 ans (donnée administrative, voir Méthode)","donnée administrative nationale, publiée par le ministère de tutelle","Fichier Excel volumineux (3,7 Mo, une seule feuille) téléchargé depuis l'URL stable d'ICASEES après une reprise réussie d'une tentative bloquée plus tôt dans le projet ; aucun signe de blocage cette fois. Tableau national par niveau d'enseignement (page ~168-179 du classeur) : établissements, salles de classe, effectifs élèves et enseignants, par sexe et par statut public/privé. Valeurs nationales transcrites à la main après vérification ligne par ligne, pas d'extraction automatisée (mise en page irrégulière d'une année sur l'autre)."
icasees-projection-population-2025,ICASEES (Institut Centrafricain des Statistiques et des Etudes Economiques et Sociales),"Projection de la population 2025 (cycle HNRP), par sous-préfecture",https://data.humdata.org/dataset/cod-ps-caf,CC BY-IGO,"Licence indiquée directement sur la fiche du jeu de données HDX (cc-by-igo), et non la mention générale CC BY 4.0 de l'ICASEES utilisée pour certaines autres sources ici. Produite par l'ICASEES pour le cycle de planification annuel du HNRP (Plan de Réponse aux Besoins Humanitaires), diffusée via l'espace HDX d'OCHA plutôt que directement sur icasees.org.","Colonne Admin2_Pcode vérifiée en direct par rapport à chaque pcode de sous-préfecture dans data/aliases.csv (issu de la construction COD-AB v02) - les 85 correspondent exactement, donc ce fichier utilise déjà la même géographie que le rapprochement de ce projet, contrairement aux autres ressources Admin2/Admin3 du jeu de données (millésime 2015, construites sur l'ancien découpage à 16 préfectures ; non utilisées ici, voir pipeline/fetch_icasees_population_projection.py).",annuelle (liée au cycle de planification du HNRP),2026-09-12,,"Projection de l'institut national de statistique lui-même, produite pour un cycle officiel de planification humanitaire - autorité plus élevée qu'une projection tierce, bien qu'il s'agisse toujours d'une projection et non d'un recensement (2003 reste le dernier dénombrement réel).","Trouvé via les métadonnées de la fiche du jeu de données cod-ps-caf sur HDX (api/3/action/package_show), Une évaluation antérieure de ce projet décrivait ce jeu de données comme obsolète et « pas encore récupéré » ; c'était exact à l'époque, mais le jeu de données a depuis reçu des projections jusqu'en 2025. Récupéré dans raw/icasees-projection-population-2025/2026-09-12/."
mfb-note-information-2026,Ministère des Finances et du Budget (République centrafricaine),Note d'Information du Marché des Titres Publics de la RCA (janvier 2026),https://finances.gouv.cf/sites/default/files/2026-02/RCA%20NOTE_D'INFORMATION_2026.pdf,non précisée,"Document officiel publié en libre accès sur le site du ministère (finances.gouv.cf), sans mention de licence de réutilisation. Traité comme les autres sources gouvernementales à licence non résolue de ce projet pour le v1.","exercice budgétaire 2026, Loi de Finances adoptée par l'Assemblée nationale le 10 décembre 2025","annuel (une loi de finances par exercice ; le document lui-même précise qu'il fera l'objet de mises à jour en cours d'année si nécessaire, notamment via un collectif budgétaire)",2026-09-13,,"donnée administrative nationale (loi votée par l'Assemblée nationale, chiffres prévisionnels et non l'exécution réelle)","PDF trouvé via recherche web (le site finances.gouv.cf ne liste pas cette note ailleurs qu'en lien direct) ; document scanné/en images, sans texte extractible par les outils habituels (pdfplumber) - lu page par page comme images. Valeurs transcrites des Tableaux 2, 4 et 5 (pages 22-24) : ressources du budget général 2026 par source, dépenses de l'État en 2026 par nature, soldes budgétaires 2026."
