entity_id,name_fr,slug,level,parent_id,valid_from,valid_to,superseded_by,notes
cf-sp-bakala-v1,Bakala,bakala,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bambari-v1,Bambari,bambari,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-grimari-v1,Grimari,grimari,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-ippy-v1,Ippy,ippy,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-kouango-v1,Kouango,kouango,sous_prefecture,cf-p-ouaka-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bossangoa-v1,Bossangoa,bossangoa,sous_prefecture,cf-p-ouham-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-markounda-v1,Markounda,markounda,sous_prefecture,cf-p-ouham-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-nana-bakassa-v1,Nana-Bakassa,nana-bakassa,sous_prefecture,cf-p-ouham-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-nanga-boguila-v1,Nanga-Boguila,nanga-boguila,sous_prefecture,cf-p-ouham-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bocaranga-v1,Bocaranga,bocaranga,sous_prefecture,cf-p-ouham-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bossemptele-v1,Bossemptélé,bossemptele,sous_prefecture,cf-p-ouham-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bozoum-v1,Bozoum,bozoum,sous_prefecture,cf-p-ouham-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-koui-v1,Koui,koui,sous_prefecture,cf-p-ouham-pende-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-batangafo-v1,Batangafo,batangafo,sous_prefecture,cf-p-ouham-fafa-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bouca-v1,Bouca,bouca,sous_prefecture,cf-p-ouham-fafa-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-kabo-v1,Kabo,kabo,sous_prefecture,cf-p-ouham-fafa-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-sido-v1,Sido,sido,sous_prefecture,cf-p-ouham-fafa-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bambio-v1,Bambio,bambio,sous_prefecture,cf-p-sangha-mbaere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-bayanga-v1,Bayanga,bayanga,sous_prefecture,cf-p-sangha-mbaere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-nola-v1,Nola,nola,sous_prefecture,cf-p-sangha-mbaere-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-am-dafok-v1,Am-Dafok,am-dafok,sous_prefecture,cf-p-vakaga-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-birao-v1,Birao,birao,sous_prefecture,cf-p-vakaga-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-ouada-djalle-v1,Ouada-Djallé,ouada-djalle,sous_prefecture,cf-p-vakaga-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-sp-ouandja-v1,Ouandja,ouandja,sous_prefecture,cf-p-vakaga-v1,2021-01-21,,,Rattachée par COD-AB v02 à la préfecture correspondante à la date de promulgation de la Loi n°21.001 (2021-01-21). Certaines sous-préfectures actuelles étaient des communes avant 2020 (12 communes promues selon la réforme) - liste précise des communes promues non encore vérifiée.
cf-r-plateaux-v1,Plateaux,plateaux,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Boali. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque."
cf-r-equateur-v1,Équateur,equateur,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Berbérati. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque."
cf-r-yade-v1,Yadé,yade,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Bossangoa. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque."
cf-r-kaga-v1,Kaga,kaga,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Sibut. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque."
cf-r-fertit-v1,Fertit,fertit,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Bria. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque."
cf-r-haut-oubangui-v1,Haut-Oubangui,haut-oubangui,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Bangassou. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque."
cf-r-bas-oubangui-v1,Bas-Oubangui,bas-oubangui,region,cf-pays-centrafrique-v1,2024-06-01,,,"Chef-lieu régional : Bangui. Composition et chef-lieu confirmés sur une page dédiée de minurbanisme-rca.org (2026-09-05) ; ce n'est pas un texte de loi, et n'a été recoupé que par le fait que les 7 régions couvrent exactement les 20 préfectures sans chevauchement ni manque."
cf-m-bangui-v1,Marché de Bangui,bangui-marche,marche,cf-p-bangui-v1,2004-01-15,,,"Premier niveau ""marche"" du crosswalk - plus fin que la sous-préfecture, le point (pas une zone) où s'arrêtent les prix alimentaires. Coordonnées 4,37° N / 18,58° E ; market_id=685 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source, pas une date de création du marché, qui n'est pas documentée."
cf-m-bria-v1,Marché de Bria,bria-marche,marche,cf-p-haute-kotto-v1,2008-01-15,,,"Coordonnées 6.53° N / 21.98° E ; market_id=1857 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bangassou-v1,Marché de Bangassou,bangassou-marche,marche,cf-p-mbomou-v1,2008-01-15,,,"Coordonnées 4.73° N / 22.82° E ; market_id=1856 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bambari-v1,Marché de Bambari,bambari-marche,marche,cf-p-ouaka-v1,2008-01-15,,,"Coordonnées 5.76° N / 20.67° E ; market_id=686 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-kaga-bandoro-v1,Marché de Kaga-Bandoro,kaga-bandoro-marche,marche,cf-p-nana-gribizi-v1,2014-12-15,,,"Coordonnées 7° N / 19.18° E ; market_id=1790 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bouar-v1,Marché de Bouar,bouar-marche,marche,cf-p-nana-mambere-v1,2014-12-15,,,"Coordonnées 5.95° N / 15.6° E ; market_id=1791 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bossangoa-v1,Marché de Bossangoa,bossangoa-marche,marche,cf-p-ouham-v1,2014-12-15,,,"Coordonnées 6.5° N / 17.45° E ; market_id=1792 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-paoua-v1,Marché de Paoua,paoua-marche,marche,cf-p-ouham-pende-v1,2014-12-15,,,"Coordonnées 7.25° N / 16.43° E ; market_id=1793 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-zemio-v1,Marché de Zemio,zemio-marche,marche,cf-p-haut-mbomou-v1,2016-09-15,,,"Coordonnées 5.02° N / 25.13° E ; market_id=2068 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-berberati-v1,Marché de Berbérati,berberati-marche,marche,cf-p-mambere-kadei-v1,2016-09-15,,,"Coordonnées 4.26° N / 15.79° E ; market_id=2066 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bimbo-v1,Marché de Bimbo,bimbo-marche,marche,cf-p-ombella-mpoko-v1,2016-09-15,,,"Coordonnées 4.33° N / 18.52° E ; market_id=2058 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-yaloke-v1,Marché de Yaloké,yaloke-marche,marche,cf-p-ombella-mpoko-v1,2016-09-15,,,"Coordonnées 5.32° N / 17.09° E ; market_id=2065 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bozoum-v1,Marché de Bozoum,bozoum-marche,marche,cf-p-ouham-pende-v1,2016-09-15,,,"Coordonnées 6.32° N / 16.37° E ; market_id=2061 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-obo-v1,Marché de Obo,obo-marche,marche,cf-p-haut-mbomou-v1,2016-11-15,,,"Coordonnées 5.4° N / 26.49° E ; market_id=2079 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-carnot-v1,Marché de Carnot,carnot-marche,marche,cf-p-mambere-kadei-v1,2016-11-15,,,"Coordonnées 4.94° N / 15.87° E ; market_id=2078 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bocaranga-v1,Marché de Bocaranga,bocaranga-marche,marche,cf-p-ouham-pende-v1,2016-11-15,,,"Coordonnées 6.98° N / 15.65° E ; market_id=2071 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-begoua-v1,Marché de Bégoua,begoua-marche,marche,cf-p-ombella-mpoko-v1,2017-02-15,,,"Coordonnées 4.45° N / 18.54° E ; market_id=2080 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-mbaiki-v1,Marché de Mbaïki,mbaiki-marche,marche,cf-p-lobaye-v1,2017-06-15,,,"Coordonnées 3.87° N / 17.99° E ; market_id=2063 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-gamboula-v1,Marché de Gamboula,gamboula-marche,marche,cf-p-mambere-kadei-v1,2017-06-15,,,"Coordonnées 4.12° N / 15.14° E ; market_id=2064 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-nola-v1,Marché de Nola,nola-marche,marche,cf-p-sangha-mbaere-v1,2017-11-15,,,"Coordonnées 3.52° N / 16.04° E ; market_id=2060 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-sibut-v1,Marché de Sibut,sibut-marche,marche,cf-p-kemo-v1,2018-04-15,,,"Coordonnées 5.73° N / 19.08° E ; market_id=2082 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bossembele-v1,Marché de Bossembélé,bossembele-marche,marche,cf-p-ombella-mpoko-v1,2018-04-15,,,"Coordonnées 5.27° N / 17.65° E ; market_id=2059 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bossemptele-v1,Marché de Bossemptélé,bossemptele-marche,marche,cf-p-ombella-mpoko-v1,2018-04-15,,,"Coordonnées 5.67° N / 16.65° E ; market_id=2070 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bouca-v1,Marché de Bouca,bouca-marche,marche,cf-p-ouham-v1,2018-06-15,,,"Coordonnées 6.5° N / 18.28° E ; market_id=2062 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-baoro-v1,Marché de Baoro,baoro-marche,marche,cf-p-nana-mambere-v1,2018-07-15,,,"Coordonnées 5.69° N / 15.95° E ; market_id=2073 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-ndele-v1,Marché de Ndélé,ndele-marche,marche,cf-p-bamingui-bangoran-v1,2018-11-15,,,"Coordonnées 8.41° N / 20.65° E ; market_id=2220 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-boda-v1,Marché de Boda,boda-marche,marche,cf-p-lobaye-v1,2018-11-15,,,"Coordonnées 4.32° N / 17.46° E ; market_id=2218 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-boganangone-v1,Marché de Boganangone,boganangone-marche,marche,cf-p-lobaye-v1,2018-11-15,,,"Coordonnées 4.89° N / 17.15° E ; market_id=2217 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-boali-v1,Marché de Boali,boali-marche,marche,cf-p-ombella-mpoko-v1,2018-11-15,,,"Coordonnées 4.67° N / 18.21° E ; market_id=2209 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-batangafo-v1,Marché de Batangafo,batangafo-marche,marche,cf-p-ouham-v1,2018-11-15,,,"Coordonnées 7.3° N / 18.28° E ; market_id=2203 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-ngaoundaye-v1,Marché de Ngaoundaye,ngaoundaye-marche,marche,cf-p-ouham-pende-v1,2018-11-15,,,"Coordonnées 6.99° N / 15.62° E ; market_id=2200 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-birao-v1,Marché de Birao,birao-marche,marche,cf-p-vakaga-v1,2018-11-15,,,"Coordonnées 10.3° N / 22.78° E ; market_id=2198 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-ippy-v1,Marché de Ippy,ippy-marche,marche,cf-p-ouaka-v1,2019-01-15,,,"Coordonnées 6.26° N / 21.2° E ; market_id=2383 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-bayanga-v1,Marché de Bayanga,bayanga-marche,marche,cf-p-sangha-mbaere-v1,2019-02-15,,,"Coordonnées 2.91° N / 16.27° E ; market_id=2382 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-dekoa-v1,Marché de Dekoa,dekoa-marche,marche,cf-p-kemo-v1,2019-11-15,,,"Coordonnées 6.32° N / 19.08° E ; market_id=2219 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-damara-v1,Marché de Damara,damara-marche,marche,cf-p-ombella-mpoko-v1,2020-11-15,,,"Coordonnées 4.96° N / 18.7° E ; market_id=2207 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-baboua-v1,Marché de Baboua,baboua-marche,marche,cf-p-nana-mambere-v1,2026-04-15,,,"Coordonnées 5.8° N / 14.83° E ; market_id=2069 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-gobongo-v1,Marché de Gobongo,gobongo-marche,marche,cf-p-bangui-v1,2020-03-15,,,"Coordonnées 4.42° N / 18.55° E ; market_id=2805 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-pk5-v1,Marché de PK5,pk5-marche,marche,cf-p-bangui-v1,2020-03-15,,,"Coordonnées 4.36° N / 18.59° E ; market_id=2806 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-petevo-v1,Marché de Pétévo,petevo-marche,marche,cf-p-bangui-v1,2020-03-15,,,"Coordonnées 4.35° N / 18.54° E ; market_id=2804 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
cf-m-combattant-v1,Marché de Combattant,combattant-marche,marche,cf-p-ombella-mpoko-v1,2020-03-15,,,"Coordonnées 4.4° N / 18.53° E ; market_id=2803 dans le fichier du PAM (WFP) « Central African Republic - Markets » sur HDX. valid_from est la date de la première observation de prix disponible dans la source pour ce marché, pas une date de création. Voir cf-m-bangui-v1 pour le détail de la méthodologie."
